Czas,A: BVP1,B: BVP2,C: EMG1,D: EMG2,E: Skin Cond,F: Temp1,G: Abd Resp,H: Thor Resp,I: Temp2,SC-Pro/Flex - 1J,Draw-1,Lose-1,Win-1,Draw-2,Lose-2,Win-2
68.0,38.032,35.349000000000004,1.754,1.489,0.484,30.441999999999997,16.491,29.662,25.031999999999996,4.904,1,0,0,1,0,0
68.00390625,37.91,35.613,1.9609999999999999,1.489,0.484,30.441999999999997,16.494,29.642,25.031999999999996,4.904,1,0,0,1,0,0
68.0078125,37.781,35.865,2.064,1.489,0.484,30.441999999999997,16.497,29.622,25.031999999999996,4.904,1,0,0,1,0,0
68.01171875,37.644,36.098,2.22,1.489,0.484,30.441999999999997,16.5,29.601999999999997,25.031999999999996,4.905,1,0,0,1,0,0
68.015625,37.501999999999995,36.311,2.22,1.4369999999999998,0.484,30.441999999999997,16.503,29.583000000000002,25.031999999999996,4.905,1,0,0,1,0,0
68.01953125,37.353,36.5,2.272,1.4369999999999998,0.484,30.441999999999997,16.506,29.563000000000002,25.031999999999996,4.905,1,0,0,1,0,0
68.0234375,37.199,36.663000000000004,2.375,1.489,0.484,30.441999999999997,16.508,29.543000000000003,25.031999999999996,4.905,1,0,0,1,0,0
68.02734375,37.041,36.798,2.323,1.489,0.484,30.441999999999997,16.511,29.523000000000003,25.031999999999996,4.906000000000001,1,0,0,1,0,0
68.03125,36.878,36.906,2.375,1.489,0.484,30.441999999999997,16.512999999999998,29.503,25.031999999999996,4.906000000000001,1,0,0,1,0,0
68.03515625,36.711999999999996,36.986,2.427,1.4369999999999998,0.484,30.441999999999997,16.516,29.483,25.031999999999996,4.906000000000001,1,0,0,1,0,0
68.0390625,36.543,37.04,2.427,1.4369999999999998,0.484,30.441999999999997,16.518,29.463,25.031999999999996,4.907,1,0,0,1,0,0
68.04296875,36.371,37.068000000000005,2.479,1.4369999999999998,0.484,30.441999999999997,16.52,29.444000000000003,25.031999999999996,4.907,1,0,0,1,0,0
68.046875,36.198,37.074,2.479,1.4369999999999998,0.484,30.441999999999997,16.522000000000002,29.424,25.031999999999996,4.907,1,0,0,1,0,0
68.05078125,36.025,37.061,2.427,1.4369999999999998,0.484,30.441999999999997,16.524,29.405,25.031999999999996,4.907,1,0,0,1,0,0
68.0546875,35.851,37.031,2.323,1.385,0.484,30.441999999999997,16.525,29.386,25.031999999999996,4.907,1,0,0,1,0,0
68.05859375,35.679,36.986999999999995,2.22,1.3330000000000002,0.484,30.441999999999997,16.527,29.368000000000002,25.031999999999996,4.908,1,0,0,1,0,0
68.0625,35.509,36.934,2.22,1.4369999999999998,0.484,30.441999999999997,16.528,29.349,25.031999999999996,4.908,1,0,0,1,0,0
68.06640625,35.342,36.873000000000005,2.22,1.385,0.484,30.441999999999997,16.529,29.331,25.031999999999996,4.908,1,0,0,1,0,0
68.0703125,35.178000000000004,36.808,2.22,1.385,0.484,30.441999999999997,16.531,29.311999999999998,25.031999999999996,4.909,1,0,0,1,0,0
68.07421875,35.016999999999996,36.741,2.22,1.385,0.484,30.441999999999997,16.532,29.294,25.031999999999996,4.909,1,0,0,1,0,0
68.078125,34.861999999999995,36.675,2.272,1.385,0.484,30.441999999999997,16.533,29.276,25.031999999999996,4.909,1,0,0,1,0,0
68.08203125,34.711,36.61,2.323,1.385,0.484,30.441999999999997,16.533,29.258000000000003,25.031999999999996,4.909,1,0,0,1,0,0
68.0859375,34.565,36.549,2.427,1.385,0.484,30.441999999999997,16.534000000000002,29.24,25.031999999999996,4.91,1,0,0,1,0,0
68.08984375,34.425,36.492,2.479,1.385,0.484,30.441999999999997,16.534000000000002,29.223000000000003,25.031999999999996,4.91,1,0,0,1,0,0
68.09375,34.291,36.439,2.53,1.4369999999999998,0.484,30.441999999999997,16.535,29.205,25.031999999999996,4.91,1,0,0,1,0,0
68.09765625,34.162,36.39,2.6860000000000004,1.489,0.484,30.441999999999997,16.535,29.186999999999998,25.031999999999996,4.9110000000000005,1,0,0,1,0,0
68.1015625,34.04,36.345,2.7889999999999997,1.5919999999999999,0.484,30.441999999999997,16.535,29.169,25.031999999999996,4.9110000000000005,1,0,0,1,0,0
68.10546875,33.923,36.301,2.997,1.6440000000000001,0.484,30.441999999999997,16.535,29.151999999999997,25.031999999999996,4.9110000000000005,1,0,0,1,0,0
68.109375,33.813,36.259,3.1,1.696,0.484,30.441999999999997,16.535,29.134,25.031999999999996,4.912,1,0,0,1,0,0
68.11328125,33.707,36.217,3.2560000000000002,1.696,0.484,30.441999999999997,16.534000000000002,29.116999999999997,25.031999999999996,4.912,1,0,0,1,0,0
68.1171875,33.606,36.173,3.359,1.7480000000000002,0.484,30.441999999999997,16.533,29.1,25.031999999999996,4.912,1,0,0,1,0,0
68.12109375,33.509,36.126,3.411,1.851,0.484,30.441999999999997,16.533,29.083000000000002,25.031999999999996,4.913,1,0,0,1,0,0
68.125,33.416,36.077,3.411,1.7990000000000002,0.484,30.441999999999997,16.532,29.066,25.031999999999996,4.913,1,0,0,1,0,0
68.12890625,33.326,36.023,3.359,1.7480000000000002,0.484,30.441,16.532,29.049,25.031999999999996,4.913,1,0,0,1,0,0
68.1328125,33.239000000000004,35.964,3.463,1.7990000000000002,0.484,30.441,16.531,29.033,25.031999999999996,4.913,1,0,0,1,0,0
68.13671875,33.154,35.899,3.463,1.851,0.484,30.441,16.53,29.017,25.031999999999996,4.914,1,0,0,1,0,0
68.140625,33.071999999999996,35.83,3.463,1.851,0.484,30.441,16.529,29.000999999999998,25.031999999999996,4.914,1,0,0,1,0,0
68.14453125,32.992,35.755,3.359,1.851,0.485,30.441,16.527,28.985,25.031999999999996,4.914,1,0,0,1,0,0
68.1484375,32.914,35.675,3.307,1.851,0.485,30.441,16.526,28.97,25.031999999999996,4.915,1,0,0,1,0,0
68.15234375,32.838,35.59,3.2039999999999997,1.955,0.484,30.441,16.524,28.954,25.031,4.915,1,0,0,1,0,0
68.15625,32.765,35.501,3.1519999999999997,1.903,0.484,30.441,16.523,28.939,25.031,4.915,1,0,0,1,0,0
68.16015625,32.694,35.408,2.997,1.851,0.485,30.441,16.521,28.924,25.031,4.916,1,0,0,1,0,0
68.1640625,32.626,35.313,2.8930000000000002,1.7990000000000002,0.485,30.441,16.52,28.909000000000002,25.031,4.916,1,0,0,1,0,0
68.16796875,32.56,35.216,2.841,1.7480000000000002,0.485,30.441,16.518,28.894000000000002,25.031,4.916,1,0,0,1,0,0
68.171875,32.496,35.118,2.6860000000000004,1.7480000000000002,0.485,30.441,16.516,28.879,25.031,4.917,1,0,0,1,0,0
68.17578125,32.436,35.021,2.582,1.7480000000000002,0.485,30.441,16.514,28.864,25.031,4.917,1,0,0,1,0,0
68.1796875,32.378,34.926,2.479,1.696,0.485,30.441,16.512,28.85,25.031,4.917,1,0,0,1,0,0
68.18359375,32.323,34.835,2.375,1.6440000000000001,0.485,30.441,16.51,28.835,25.031,4.918,1,0,0,1,0,0
68.1875,32.271,34.748000000000005,2.323,1.6440000000000001,0.485,30.441,16.508,28.82,25.031,4.918,1,0,0,1,0,0
68.19140625,32.223,34.667,2.272,1.6440000000000001,0.485,30.441,16.505,28.805999999999997,25.031,4.918,1,0,0,1,0,0
68.1953125,32.177,34.592,2.22,1.54,0.485,30.441,16.503,28.791,25.031,4.919,1,0,0,1,0,0
68.19921875,32.134,34.525,2.168,1.6440000000000001,0.485,30.441,16.500999999999998,28.776,25.031,4.919,1,0,0,1,0,0
68.203125,32.092,34.465,2.272,1.5919999999999999,0.485,30.441,16.498,28.761999999999997,25.031,4.919,1,0,0,1,0,0
68.20703125,32.052,34.413000000000004,2.272,1.5919999999999999,0.485,30.441,16.496,28.747,25.031,4.92,1,0,0,1,0,0
68.2109375,32.012,34.369,2.22,1.54,0.485,30.441,16.493,28.733,25.031,4.92,1,0,0,1,0,0
68.21484375,31.973000000000003,34.332,2.168,1.54,0.485,30.441,16.49,28.718000000000004,25.031,4.921,1,0,0,1,0,0
68.21875,31.933000000000003,34.301,2.168,1.54,0.485,30.441,16.488,28.704,25.031,4.921,1,0,0,1,0,0
68.22265625,31.893,34.277,2.168,1.5919999999999999,0.485,30.441,16.485,28.69,25.031,4.921,1,0,0,1,0,0
68.2265625,31.851999999999997,34.259,2.116,1.5919999999999999,0.485,30.441,16.483,28.676,25.031,4.922,1,0,0,1,0,0
68.23046875,31.811,34.246,2.168,1.6440000000000001,0.485,30.441,16.48,28.662,25.031,4.922,1,0,0,1,0,0
68.234375,31.768,34.236999999999995,2.064,1.54,0.485,30.441,16.477,28.648000000000003,25.031,4.923,1,0,0,1,0,0
68.23828125,31.724,34.232,2.116,1.5919999999999999,0.485,30.441,16.475,28.634,25.031,4.923,1,0,0,1,0,0
68.2421875,31.68,34.232,2.116,1.54,0.485,30.441,16.472,28.62,25.031,4.923,1,0,0,1,0,0
68.24609375,31.635,34.233000000000004,2.168,1.54,0.485,30.441,16.47,28.605999999999998,25.031,4.9239999999999995,1,0,0,1,0,0
68.25,31.59,34.238,2.116,1.54,0.485,30.441,16.467,28.593000000000004,25.031,4.9239999999999995,1,0,0,1,0,0
68.25390625,31.546,34.245,2.116,1.54,0.485,30.441,16.465,28.579,25.031,4.9239999999999995,1,0,0,1,0,0
68.2578125,31.503,34.253,2.116,1.489,0.485,30.441,16.462,28.566,25.031,4.925,1,0,0,1,0,0
68.26171875,31.463,34.264,2.064,1.489,0.485,30.441,16.459,28.552,25.031,4.925,1,0,0,1,0,0
68.265625,31.426,34.275999999999996,2.013,1.5919999999999999,0.485,30.441,16.457,28.538,25.031,4.926,1,0,0,1,0,0
68.26953125,31.394000000000002,34.289,1.9609999999999999,1.489,0.485,30.441,16.454,28.524,25.031,4.926,1,0,0,1,0,0
68.2734375,31.369,34.303000000000004,1.909,1.54,0.485,30.441,16.451,28.511,25.031,4.926,1,0,0,1,0,0
68.27734375,31.354,34.317,1.909,1.489,0.485,30.441,16.448,28.497,25.031,4.927,1,0,0,1,0,0
68.28125,31.35,34.330999999999996,1.857,1.5919999999999999,0.485,30.441,16.445,28.483,25.031,4.927,1,0,0,1,0,0
68.28515625,31.364,34.346,1.857,1.6440000000000001,0.485,30.441,16.442,28.47,25.031,4.928,1,0,0,1,0,0
68.2890625,31.4,34.359,1.805,1.5919999999999999,0.485,30.441,16.44,28.456999999999997,25.031,4.928,1,0,0,1,0,0
68.29296875,31.467,34.371,1.702,1.5919999999999999,0.485,30.441,16.437,28.443,25.031,4.928,1,0,0,1,0,0
68.296875,31.573,34.382,1.754,1.5919999999999999,0.485,30.441,16.433,28.43,25.031,4.928999999999999,1,0,0,1,0,0
68.30078125,31.730999999999998,34.391999999999996,1.754,1.6440000000000001,0.485,30.441,16.43,28.416999999999998,25.031,4.928999999999999,1,0,0,1,0,0
68.3046875,31.951,34.399,2.013,1.5919999999999999,0.485,30.441,16.427,28.403000000000002,25.031,4.93,1,0,0,1,0,0
68.30859375,32.246,34.404,2.116,1.5919999999999999,0.485,30.441,16.424,28.391,25.031,4.93,1,0,0,1,0,0
68.3125,32.626,34.406,2.22,1.54,0.485,30.441,16.42,28.378,25.031,4.93,1,0,0,1,0,0
68.31640625,33.103,34.405,2.22,1.54,0.485,30.441,16.417,28.365,25.031,4.931,1,0,0,1,0,0
68.3203125,33.68,34.402,2.272,1.54,0.485,30.441,16.414,28.351999999999997,25.031,4.931,1,0,0,1,0,0
68.32421875,34.361,34.397,2.22,1.489,0.485,30.441,16.410999999999998,28.34,25.031,4.9319999999999995,1,0,0,1,0,0
68.328125,35.141999999999996,34.389,2.116,1.489,0.485,30.441,16.407,28.328000000000003,25.031,4.9319999999999995,1,0,0,1,0,0
68.33203125,36.016,34.38,2.272,1.4369999999999998,0.485,30.441,16.404,28.316,25.031,4.9319999999999995,1,0,0,1,0,0
68.3359375,36.971,34.368,2.22,1.385,0.485,30.441,16.4,28.304000000000002,25.031,4.933,1,0,0,1,0,0
68.33984375,37.993,34.355,2.272,1.385,0.485,30.441,16.397000000000002,28.291999999999998,25.031,4.933,1,0,0,1,0,0
68.34375,39.062,34.341,2.272,1.385,0.485,30.441,16.394000000000002,28.28,25.031,4.934,1,0,0,1,0,0
68.34765625,40.157,34.327,2.22,1.385,0.485,30.441,16.39,28.268,25.031,4.934,1,0,0,1,0,0
68.3515625,41.258,34.312,2.168,1.385,0.485,30.441,16.387,28.256,25.031,4.934,1,0,0,1,0,0
68.35546875,42.341,34.298,2.064,1.4369999999999998,0.485,30.441,16.383,28.245,25.031,4.935,1,0,0,1,0,0
68.359375,43.386,34.283,2.064,1.4369999999999998,0.485,30.44,16.38,28.234,25.031,4.935,1,0,0,1,0,0
68.36328125,44.373999999999995,34.269,1.9609999999999999,1.4369999999999998,0.485,30.44,16.375999999999998,28.223000000000003,25.031,4.936,1,0,0,1,0,0
68.3671875,45.287,34.256,1.9609999999999999,1.489,0.485,30.44,16.373,28.211,25.031,4.936,1,0,0,1,0,0
68.37109375,46.114,34.243,1.857,1.489,0.485,30.44,16.37,28.2,25.031,4.937,1,0,0,1,0,0
68.375,46.843,34.231,1.909,1.5919999999999999,0.485,30.44,16.366,28.189,25.031,4.937,1,0,0,1,0,0
68.37890625,47.468,34.22,1.909,1.7480000000000002,0.485,30.44,16.362000000000002,28.178,25.031,4.937,1,0,0,1,0,0
68.3828125,47.986000000000004,34.208,1.805,1.903,0.485,30.44,16.359,28.166999999999998,25.031,4.938,1,0,0,1,0,0
68.38671875,48.398999999999994,34.195,1.805,1.955,0.485,30.44,16.355,28.156,25.031,4.938,1,0,0,1,0,0
68.390625,48.708999999999996,34.181,1.754,2.0069999999999997,0.485,30.44,16.352,28.146,25.031,4.939,1,0,0,1,0,0
68.39453125,48.922,34.166,1.805,2.11,0.485,30.44,16.348,28.135,25.031,4.939,1,0,0,1,0,0
68.3984375,49.047,34.148,1.702,2.162,0.485,30.44,16.345,28.124000000000002,25.031,4.94,1,0,0,1,0,0
68.40234375,49.092,34.128,1.702,2.214,0.485,30.44,16.340999999999998,28.114,25.031,4.94,1,0,0,1,0,0
68.40625,49.067,34.106,1.702,2.3169999999999997,0.486,30.44,16.338,28.104,25.031,4.94,1,0,0,1,0,0
68.41015625,48.983000000000004,34.08,1.754,2.369,0.486,30.44,16.334,28.093000000000004,25.031,4.941,1,0,0,1,0,0
68.4140625,48.85,34.052,1.754,2.3169999999999997,0.486,30.44,16.331,28.083000000000002,25.031,4.941,1,0,0,1,0,0
68.41796875,48.678000000000004,34.022,1.702,2.3169999999999997,0.486,30.44,16.327,28.072,25.031,4.942,1,0,0,1,0,0
68.421875,48.477,33.989000000000004,1.702,2.265,0.486,30.44,16.324,28.061999999999998,25.031,4.942,1,0,0,1,0,0
68.42578125,48.253,33.954,1.754,2.214,0.486,30.44,16.32,28.052,25.031,4.942,1,0,0,1,0,0
68.4296875,48.015,33.917,1.909,2.162,0.485,30.44,16.317,28.041999999999998,25.031,4.9430000000000005,1,0,0,1,0,0
68.43359375,47.769,33.878,2.013,2.11,0.485,30.44,16.313,28.031999999999996,25.031,4.9430000000000005,1,0,0,1,0,0
68.4375,47.52,33.838,2.116,2.11,0.486,30.44,16.31,28.022,25.031,4.944,1,0,0,1,0,0
68.44140625,47.271,33.797,2.168,2.11,0.486,30.44,16.307000000000002,28.011999999999997,25.031,4.944,1,0,0,1,0,0
68.4453125,47.026,33.754,2.323,2.214,0.486,30.44,16.303,28.002,25.031,4.944,1,0,0,1,0,0
68.44921875,46.786,33.711,2.479,2.4730000000000003,0.486,30.44,16.3,27.991999999999997,25.031,4.945,1,0,0,1,0,0
68.453125,46.553000000000004,33.667,2.582,2.783,0.486,30.44,16.297,27.982,25.031,4.945,1,0,0,1,0,0
68.45703125,46.327,33.623000000000005,2.634,3.042,0.486,30.44,16.293,27.971999999999998,25.031,4.946000000000001,1,0,0,1,0,0
68.4609375,46.108999999999995,33.579,2.6860000000000004,3.353,0.486,30.44,16.29,27.963,25.031,4.946000000000001,1,0,0,1,0,0
68.46484375,45.9,33.536,2.634,3.405,0.486,30.44,16.287,27.953000000000003,25.031,4.947,1,0,0,1,0,0
68.46875,45.696999999999996,33.493,2.634,3.508,0.486,30.44,16.283,27.943,25.031,4.947,1,0,0,1,0,0
68.47265625,45.501999999999995,33.452,2.53,3.8710000000000004,0.486,30.44,16.28,27.933000000000003,25.031,4.947,1,0,0,1,0,0
68.4765625,45.31399999999999,33.412,2.479,4.285,0.486,30.44,16.276,27.924,25.031,4.948,1,0,0,1,0,0
68.48046875,45.132,33.375,2.323,4.803,0.486,30.44,16.273,27.914,25.031,4.948,1,0,0,1,0,0
68.484375,44.955,33.34,2.323,5.321000000000001,0.486,30.44,16.269000000000002,27.905,25.031,4.949,1,0,0,1,0,0
68.48828125,44.782,33.308,2.272,5.425,0.486,30.44,16.266,27.896,25.031,4.949,1,0,0,1,0,0
68.4921875,44.611999999999995,33.28,2.323,5.425,0.486,30.44,16.262,27.888,25.031,4.95,1,0,0,1,0,0
68.49609375,44.445,33.256,2.22,5.321000000000001,0.486,30.44,16.259,27.879,25.031,4.95,1,0,0,1,0,0
68.5,44.278999999999996,33.236,2.168,5.269,0.486,30.44,16.255,27.871,25.031,4.9510000000000005,1,0,0,1,0,0
68.50390625,44.111000000000004,33.219,2.116,5.218,0.486,30.44,16.250999999999998,27.863000000000003,25.031,4.9510000000000005,1,0,0,1,0,0
68.5078125,43.942,33.205,2.064,5.166,0.486,30.44,16.248,27.855,25.03,4.952,1,0,0,1,0,0
68.51171875,43.77,33.194,2.064,5.114,0.486,30.44,16.244,27.846,25.031,4.952,1,0,0,1,0,0
68.515625,43.592,33.186,1.909,4.959,0.486,30.44,16.241,27.838,25.031,4.952,1,0,0,1,0,0
68.51953125,43.408,33.179,1.857,4.751,0.486,30.44,16.237000000000002,27.83,25.031,4.953,1,0,0,1,0,0
68.5234375,43.216,33.174,1.909,4.441,0.486,30.44,16.234,27.822,25.031,4.953,1,0,0,1,0,0
68.52734375,43.013000000000005,33.168,2.013,4.285,0.486,30.44,16.23,27.814,25.03,4.954,1,0,0,1,0,0
68.53125,42.801,33.162,2.116,4.026,0.486,30.44,16.227,27.805999999999997,25.03,4.954,1,0,0,1,0,0
68.53515625,42.576,33.155,2.116,3.8710000000000004,0.486,30.44,16.223,27.798000000000002,25.03,4.954,1,0,0,1,0,0
68.5390625,42.341,33.145,2.168,3.612,0.486,30.44,16.22,27.79,25.03,4.955,1,0,0,1,0,0
68.54296875,42.093999999999994,33.131,2.168,3.457,0.486,30.44,16.215999999999998,27.781999999999996,25.03,4.955,1,0,0,1,0,0
68.546875,41.836000000000006,33.111999999999995,2.168,3.2489999999999997,0.486,30.44,16.213,27.774,25.03,4.956,1,0,0,1,0,0
68.55078125,41.57,33.088,2.116,3.094,0.486,30.44,16.209,27.767,25.03,4.956,1,0,0,1,0,0
68.5546875,41.298,33.059,2.116,2.9389999999999996,0.486,30.44,16.206,27.759,25.03,4.957,1,0,0,1,0,0
68.55859375,41.021,33.024,2.116,2.835,0.486,30.44,16.203,27.750999999999998,25.03,4.957,1,0,0,1,0,0
68.5625,40.743,32.983000000000004,2.064,2.68,0.486,30.44,16.199,27.743000000000002,25.03,4.957,1,0,0,1,0,0
68.56640625,40.467,32.938,2.013,2.576,0.486,30.44,16.195999999999998,27.735,25.03,4.958,1,0,0,1,0,0
68.5703125,40.196999999999996,32.889,2.064,2.4730000000000003,0.486,30.44,16.192999999999998,27.726999999999997,25.03,4.958,1,0,0,1,0,0
68.57421875,39.935,32.838,2.116,2.369,0.486,30.44,16.189,27.719,25.03,4.959,1,0,0,1,0,0
68.578125,39.685,32.785,2.116,2.265,0.486,30.44,16.186,27.711,25.03,4.959,1,0,0,1,0,0
68.58203125,39.45,32.733000000000004,2.013,2.11,0.486,30.44,16.183,27.701999999999998,25.03,4.96,1,0,0,1,0,0
68.5859375,39.233000000000004,32.681,2.116,2.11,0.486,30.44,16.179000000000002,27.694000000000003,25.03,4.96,1,0,0,1,0,0
68.58984375,39.035,32.631,2.116,2.11,0.486,30.44,16.176,27.686999999999998,25.03,4.961,1,0,0,1,0,0
68.59375,38.859,32.584,2.22,2.0580000000000003,0.486,30.44,16.173,27.679000000000002,25.03,4.961,1,0,0,1,0,0
68.59765625,38.707,32.542,2.22,2.0580000000000003,0.486,30.44,16.17,27.671,25.03,4.962,1,0,0,1,0,0
68.6015625,38.577,32.504,2.272,2.0069999999999997,0.486,30.44,16.167,27.663,25.03,4.962,1,0,0,1,0,0
68.60546875,38.472,32.471,2.323,2.0580000000000003,0.486,30.44,16.164,27.655,25.03,4.963,1,0,0,1,0,0
68.609375,38.391,32.444,2.375,2.0580000000000003,0.486,30.44,16.160999999999998,27.647,25.03,4.963,1,0,0,1,0,0
